Class,crop_planet_1,crop_planet_2,crop_planet_3,crop_planet_4,crop_planet_5,crop_planet_6,crop_planet_7,crop_planet_8
"4","1699.00000","2206.00000","2398.00000","2569.00000","2978.00000","3022.00000","3504.00000","4773.00000"
"4","1413.00000","1752.00000","2027.00000","2169.00000","2416.00000","2535.00000","2827.00000","4317.00000"
"4","2419.00000","2757.00000","2927.00000","3160.00000","3531.00000","3955.00000","4055.00000","5926.00000"
"4","865.00000","1046.00000","1190.00000","1384.00000","1480.00000","1500.00000","1768.00000","3135.00000"
"4","677.00000","963.00000","1025.00000","1058.00000","1173.00000","1175.00000","1345.00000","2453.00000"
"4","683.00000","866.00000","954.00000","1025.00000","1075.00000","1071.00000","1314.00000","2420.00000"
"4","734.00000","953.00000","1022.00000","1135.00000","1238.00000","1162.00000","1417.00000","2357.00000"
"4","962.00000","1088.00000","1085.00000","1189.00000","1323.00000","1353.00000","1549.00000","2600.00000"
"4","898.00000","1035.00000","1148.00000","1219.00000","1331.00000","1348.00000","1556.00000","2586.00000"
"4","834.00000","1050.00000","1078.00000","1141.00000","1267.00000","1266.00000","1379.00000","2384.00000"
"4","957.00000","1116.00000","1154.00000","1200.00000","1279.00000","1294.00000","1454.00000","2507.00000"
"4","845.00000","1041.00000","1117.00000","1238.00000","1321.00000","1302.00000","1537.00000","2583.00000"
"4","958.00000","1070.00000","1115.00000","1215.00000","1256.00000","1226.00000","1454.00000","2675.00000"
"4","983.00000","1129.00000","1171.00000","1274.00000","1328.00000","1421.00000","1455.00000","2525.00000"
"4","907.00000","1074.00000","1077.00000","1222.00000","1280.00000","1352.00000","1434.00000","2365.00000"
"4","846.00000","1033.00000","1037.00000","1093.00000","1214.00000","1162.00000","1286.00000","2065.00000"
"4","853.00000","1038.00000","1067.00000","1170.00000","1238.00000","1243.00000","1331.00000","2249.00000"
"4","803.00000","1012.00000","1087.00000","1221.00000","1273.00000","1380.00000","1381.00000","2407.00000"
"4","848.00000","1019.00000","1097.00000","1126.00000","1188.00000","1241.00000","1320.00000","2089.00000"
"4","903.00000","1090.00000","1136.00000","1239.00000","1264.00000","1281.00000","1399.00000","2432.00000"
"4","993.00000","1144.00000","1179.00000","1257.00000","1289.00000","1305.00000","1525.00000","2422.00000"
"4","1039.00000","1186.00000","1182.00000","1274.00000","1286.00000","1352.00000","1395.00000","2526.00000"
"4","1138.00000","1217.00000","1244.00000","1332.00000","1338.00000","1382.00000","1566.00000","2517.00000"
"4","632.00000","742.00000","798.00000","910.00000","904.00000","927.00000","1132.00000","2066.00000"
"4","680.00000","902.00000","906.00000","963.00000","1030.00000","1066.00000","1194.00000","2165.00000"
"4","562.00000","748.00000","797.00000","890.00000","923.00000","991.00000","1211.00000","2118.00000"
"4","863.00000","1173.00000","1183.00000","1253.00000","1219.00000","1287.00000","1451.00000","2975.00000"
"4","629.00000","971.00000","1035.00000","1131.00000","1109.00000","1124.00000","1367.00000","2791.00000"
"4","1160.00000","1384.00000","1309.00000","1423.00000","1437.00000","1567.00000","1659.00000","3093.00000"
"4","1221.00000","1479.00000","1464.00000","1486.00000","1587.00000","1683.00000","1764.00000","3088.00000"
"4","451.00000","760.00000","836.00000","986.00000","1082.00000","1143.00000","1354.00000","2416.00000"
"4","395.00000","645.00000","849.00000","965.00000","1002.00000","974.00000","1418.00000","3100.00000"
"4","710.00000","1006.00000","1009.00000","1133.00000","1230.00000","1287.00000","1434.00000","2312.00000"
"4","451.00000","696.00000","766.00000","902.00000","1032.00000","983.00000","1214.00000","2260.00000"
"4","478.00000","752.00000","849.00000","985.00000","1146.00000","1102.00000","1252.00000","2108.00000"
"4","823.00000","1239.00000","1183.00000","1256.00000","1379.00000","1528.00000","1673.00000","2562.00000"
"4","384.00000","565.00000","620.00000","710.00000","790.00000","734.00000","840.00000","1734.00000"
"4","724.00000","973.00000","1043.00000","1171.00000","1360.00000","1397.00000","1700.00000","2447.00000"
"4","505.00000","759.00000","823.00000","998.00000","1274.00000","1201.00000","1389.00000","2408.00000"
"4","513.00000","712.00000","749.00000","932.00000","1109.00000","1127.00000","1331.00000","2355.00000"
"4","492.00000","693.00000","804.00000","943.00000","1058.00000","1112.00000","1278.00000","2292.00000"
"4","514.00000","702.00000","790.00000","947.00000","1163.00000","1248.00000","1362.00000","2292.00000"
"4","394.00000","638.00000","762.00000","900.00000","1093.00000","1114.00000","1326.00000","2315.00000"
"4","435.00000","675.00000","755.00000","902.00000","1086.00000","1127.00000","1272.00000","2244.00000"
"4","489.00000","711.00000","820.00000","947.00000","1119.00000","1190.00000","1222.00000","2235.00000"
"4","329.00000","527.00000","605.00000","737.00000","883.00000","970.00000","1237.00000","2301.00000"
"4","432.00000","549.00000","615.00000","796.00000","933.00000","951.00000","1133.00000","2109.00000"
"4","286.00000","489.00000","558.00000","677.00000","838.00000","893.00000","1068.00000","2188.00000"
"4","289.00000","548.00000","618.00000","761.00000","913.00000","965.00000","1172.00000","2275.00000"
"4","661.00000","855.00000","872.00000","1025.00000","1266.00000","1405.00000","1545.00000","2691.00000"
"4","364.00000","562.00000","584.00000","744.00000","969.00000","1010.00000","1166.00000","2078.00000"
"4","389.00000","615.00000","742.00000","910.00000","1170.00000","1143.00000","1370.00000","2324.00000"
"4","554.00000","802.00000","834.00000","931.00000","1080.00000","1164.00000","1233.00000","2267.00000"
"4","486.00000","707.00000","794.00000","924.00000","1060.00000","1214.00000","1311.00000","2260.00000"
"4","439.00000","577.00000","672.00000","820.00000","963.00000","1019.00000","1190.00000","2196.00000"
"4","451.00000","616.00000","746.00000","868.00000","1002.00000","997.00000","1233.00000","2375.00000"
"4","638.00000","844.00000","889.00000","1032.00000","1170.00000","1220.00000","1403.00000","2439.00000"
"4","308.00000","531.00000","584.00000","711.00000","870.00000","913.00000","1145.00000","1951.00000"
"4","476.00000","700.00000","745.00000","927.00000","1111.00000","1220.00000","1353.00000","2588.00000"
"4","351.00000","550.00000","605.00000","805.00000","946.00000","976.00000","1173.00000","2292.00000"
"4","390.00000","483.00000","617.00000","721.00000","895.00000","942.00000","1056.00000","2107.00000"
"4","580.00000","783.00000","835.00000","944.00000","1094.00000","1203.00000","1285.00000","2193.00000"
"4","372.00000","587.00000","639.00000","804.00000","916.00000","1041.00000","1132.00000","2306.00000"
"4","378.00000","578.00000","633.00000","776.00000","912.00000","897.00000","1048.00000","1918.00000"
"4","415.00000","625.00000","732.00000","874.00000","976.00000","1042.00000","1304.00000","2607.00000"
"4","515.00000","751.00000","723.00000","855.00000","985.00000","1090.00000","1231.00000","2243.00000"
"4","783.00000","915.00000","938.00000","1067.00000","1225.00000","1316.00000","1530.00000","2805.00000"
"4","528.00000","635.00000","712.00000","864.00000","1018.00000","1034.00000","1158.00000","2077.00000"
"4","532.00000","749.00000","824.00000","916.00000","1087.00000","1032.00000","1193.00000","2360.00000"
"4","553.00000","769.00000","891.00000","1046.00000","1226.00000","1290.00000","1250.00000","2386.00000"
"4","690.00000","1040.00000","1084.00000","1195.00000","1373.00000","1390.00000","1566.00000","2455.00000"
"4","684.00000","743.00000","867.00000","1022.00000","1202.00000","1197.00000","1347.00000","2444.00000"
"4","325.00000","591.00000","670.00000","831.00000","1111.00000","1185.00000","1346.00000","2390.00000"
"4","290.00000","546.00000","639.00000","839.00000","1037.00000","1102.00000","1268.00000","2292.00000"
"4","402.00000","609.00000","699.00000","877.00000","1001.00000","1062.00000","1264.00000","2248.00000"
"4","566.00000","768.00000","881.00000","995.00000","1119.00000","1156.00000","1269.00000","1957.00000"
"4","553.00000","785.00000","926.00000","1106.00000","1266.00000","1215.00000","1436.00000","2100.00000"
"4","810.00000","986.00000","975.00000","1013.00000","1206.00000","1168.00000","1201.00000","1968.00000"
"4","425.00000","568.00000","674.00000","747.00000","887.00000","928.00000","1071.00000","1888.00000"
"4","725.00000","990.00000","1028.00000","1144.00000","1230.00000","1279.00000","1446.00000","2227.00000"
"4","484.00000","741.00000","788.00000","841.00000","969.00000","1043.00000","1061.00000","1757.00000"
"4","496.00000","687.00000","757.00000","847.00000","956.00000","967.00000","1050.00000","1757.00000"
"4","1047.00000","1213.00000","1318.00000","1386.00000","1583.00000","1636.00000","1754.00000","2434.00000"
"4","978.00000","1131.00000","1232.00000","1257.00000","1368.00000","1295.00000","1504.00000","2514.00000"
"4","962.00000","1120.00000","1186.00000","1289.00000","1311.00000","1267.00000","1544.00000","2648.00000"
"4","999.00000","1157.00000","1202.00000","1335.00000","1354.00000","1347.00000","1616.00000","2409.00000"
"4","945.00000","1110.00000","1199.00000","1321.00000","1286.00000","1277.00000","1483.00000","2613.00000"
"4","892.00000","1069.00000","1143.00000","1222.00000","1314.00000","1252.00000","1535.00000","2582.00000"
"4","816.00000","1075.00000","1125.00000","1194.00000","1261.00000","1339.00000","1505.00000","2518.00000"
"4","828.00000","1041.00000","1105.00000","1166.00000","1269.00000","1305.00000","1510.00000","2596.00000"
"4","657.00000","915.00000","965.00000","1037.00000","1086.00000","1123.00000","1305.00000","2619.00000"
"4","930.00000","1092.00000","1116.00000","1197.00000","1290.00000","1339.00000","1457.00000","2622.00000"
"4","949.00000","1121.00000","1158.00000","1235.00000","1349.00000","1422.00000","1444.00000","2392.00000"
"4","855.00000","986.00000","1055.00000","1137.00000","1211.00000","1199.00000","1316.00000","2032.00000"
"4","908.00000","1055.00000","1070.00000","1185.00000","1259.00000","1247.00000","1331.00000","2126.00000"
"4","879.00000","973.00000","1051.00000","1104.00000","1179.00000","1213.00000","1271.00000","2150.00000"
"4","846.00000","950.00000","999.00000","1071.00000","1169.00000","1173.00000","1227.00000","2191.00000"
"4","799.00000","983.00000","1069.00000","1119.00000","1207.00000","1171.00000","1352.00000","2289.00000"
"4","935.00000","1098.00000","1154.00000","1210.00000","1285.00000","1248.00000","1431.00000","2311.00000"
"4","764.00000","935.00000","980.00000","1071.00000","1127.00000","1184.00000","1318.00000","2338.00000"
"4","700.00000","930.00000","1003.00000","1088.00000","1203.00000","1166.00000","1456.00000","2511.00000"
"4","651.00000","822.00000","882.00000","966.00000","966.00000","1047.00000","1209.00000","2436.00000"
"4","910.00000","1085.00000","1107.00000","1212.00000","1296.00000","1367.00000","1448.00000","2581.00000"
"4","917.00000","1144.00000","1180.00000","1240.00000","1357.00000","1361.00000","1512.00000","2583.00000"
"4","923.00000","1199.00000","1171.00000","1264.00000","1375.00000","1465.00000","1555.00000","2547.00000"
"4","934.00000","1083.00000","1122.00000","1224.00000","1341.00000","1329.00000","1499.00000","2463.00000"
"5","24.00000","250.00000","398.00000","543.00000","384.00000","305.00000","966.00000","3962.00000"
"5","249.00000","380.00000","506.00000","673.00000","553.00000","465.00000","972.00000","4406.00000"
"5","133.00000","349.00000","471.00000","581.00000","452.00000","382.00000","924.00000","5274.00000"
"5","188.00000","338.00000","490.00000","563.00000","477.00000","365.00000","831.00000","5419.00000"
"5","340.00000","545.00000","738.00000","889.00000","785.00000","678.00000","1250.00000","4107.00000"
"5","382.00000","640.00000","825.00000","939.00000","830.00000","704.00000","1269.00000","4068.00000"
"5","241.00000","529.00000","654.00000","704.00000","625.00000","601.00000","1133.00000","3705.00000"
"5","266.00000","472.00000","651.00000","754.00000","691.00000","627.00000","1152.00000","4203.00000"
"5","421.00000","567.00000","759.00000","849.00000","789.00000","738.00000","1074.00000","3925.00000"
"5","215.00000","444.00000","555.00000","643.00000","539.00000","454.00000","992.00000","4168.00000"
"5","153.00000","323.00000","393.00000","468.00000","446.00000","377.00000","798.00000","3353.00000"
"5","302.00000","417.00000","552.00000","689.00000","539.00000","511.00000","1059.00000","4004.00000"
"5","376.00000","615.00000","724.00000","819.00000","728.00000","762.00000","1242.00000","4250.00000"
"5","373.00000","535.00000","665.00000","764.00000","723.00000","599.00000","1157.00000","4212.00000"
"5","452.00000","632.00000","769.00000","865.00000","785.00000","801.00000","1284.00000","3647.00000"
"5","498.00000","619.00000","774.00000","849.00000","816.00000","835.00000","1263.00000","4026.00000"
"5","326.00000","455.00000","557.00000","649.00000","587.00000","599.00000","1052.00000","3095.00000"
"5","297.00000","458.00000","586.00000","676.00000","702.00000","551.00000","1111.00000","3446.00000"
"5","349.00000","507.00000","656.00000","736.00000","695.00000","638.00000","1114.00000","3437.00000"
"5","288.00000","423.00000","509.00000","615.00000","572.00000","480.00000","940.00000","3033.00000"
"5","210.00000","359.00000","509.00000","561.00000","508.00000","431.00000","929.00000","3488.00000"
"5","232.00000","373.00000","507.00000","600.00000","546.00000","451.00000","1079.00000","3960.00000"
"5","560.00000","689.00000","819.00000","945.00000","911.00000","911.00000","1291.00000","3336.00000"
"5","536.00000","783.00000","856.00000","965.00000","916.00000","906.00000","1308.00000","3846.00000"
"5","535.00000","696.00000","803.00000","895.00000","878.00000","798.00000","1319.00000","3646.00000"
"5","423.00000","596.00000","726.00000","842.00000","782.00000","736.00000","1186.00000","3668.00000"
"5","355.00000","547.00000","623.00000","758.00000","718.00000","631.00000","1108.00000","3325.00000"
"5","389.00000","557.00000","665.00000","757.00000","721.00000","610.00000","1129.00000","4054.00000"
"5","272.00000","448.00000","586.00000","707.00000","608.00000","555.00000","1077.00000","3985.00000"
"5","308.00000","458.00000","562.00000","689.00000","698.00000","651.00000","1016.00000","3391.00000"
"5","291.00000","558.00000","693.00000","787.00000","742.00000","700.00000","1205.00000","3544.00000"
"5","178.00000","331.00000","406.00000","493.00000","437.00000","381.00000","910.00000","3776.00000"
"5","185.00000","301.00000","404.00000","505.00000","464.00000","362.00000","850.00000","3652.00000"
"5","293.00000","462.00000","552.00000","673.00000","658.00000","689.00000","1156.00000","3768.00000"
"5","72.00000","303.00000","429.00000","542.00000","517.00000","485.00000","864.00000","3059.00000"
"5","107.00000","281.00000","445.00000","565.00000","513.00000","450.00000","1003.00000","3018.00000"
"5","219.00000","327.00000","422.00000","521.00000","494.00000","490.00000","938.00000","2863.00000"
"5","134.00000","298.00000","467.00000","599.00000","546.00000","466.00000","917.00000","3030.00000"
"5","69.00000","284.00000","442.00000","513.00000","456.00000","400.00000","865.00000","3246.00000"
"5","173.00000","321.00000","476.00000","563.00000","521.00000","437.00000","915.00000","3105.00000"
"5","84.00000","301.00000","467.00000","561.00000","534.00000","516.00000","921.00000","3129.00000"
"5","127.00000","281.00000","432.00000","546.00000","505.00000","409.00000","974.00000","3479.00000"
"5","150.00000","334.00000","485.00000","633.00000","550.00000","490.00000","1042.00000","3220.00000"
"5","85.00000","266.00000","470.00000","584.00000","504.00000","429.00000","991.00000","3733.00000"
"5","81.00000","334.00000","543.00000","648.00000","577.00000","498.00000","1092.00000","3624.00000"
"5","119.00000","366.00000","613.00000","671.00000","577.00000","527.00000","1219.00000","3694.00000"
"5","129.00000","377.00000","559.00000","747.00000","603.00000","510.00000","1198.00000","3872.00000"
"5","61.00000","273.00000","506.00000","629.00000","508.00000","412.00000","1135.00000","4078.00000"
"5","153.00000","294.00000","592.00000","722.00000","573.00000","413.00000","1264.00000","4312.00000"
"5","257.00000","474.00000","642.00000","771.00000","715.00000","658.00000","1232.00000","3397.00000"
"5","10.00000","219.00000","402.00000","491.00000","389.00000","292.00000","957.00000","3650.00000"
"5","46.00000","212.00000","434.00000","531.00000","414.00000","296.00000","934.00000","4039.00000"
"5","19.00000","204.00000","366.00000","462.00000","325.00000","255.00000","839.00000","3934.00000"
"5","45.00000","214.00000","392.00000","484.00000","374.00000","278.00000","952.00000","4268.00000"
"5","83.00000","275.00000","435.00000","539.00000","483.00000","442.00000","967.00000","3666.00000"
"5","78.00000","245.00000","418.00000","543.00000","440.00000","370.00000","953.00000","3422.00000"
"5","70.00000","289.00000","455.00000","526.00000","489.00000","401.00000","954.00000","3381.00000"
"5","39.00000","219.00000","308.00000","399.00000","344.00000","305.00000","767.00000","2748.00000"
"5","133.00000","206.00000","338.00000","456.00000","428.00000","302.00000","914.00000","3269.00000"
"5","106.00000","214.00000","346.00000","479.00000","378.00000","343.00000","872.00000","3375.00000"
"5","57.00000","193.00000","310.00000","405.00000","350.00000","297.00000","815.00000","2971.00000"
"5","26.00000","175.00000","328.00000","402.00000","376.00000","310.00000","796.00000","3117.00000"
"5","68.00000","244.00000","391.00000","509.00000","459.00000","370.00000","986.00000","3159.00000"
"5","191.00000","359.00000","482.00000","606.00000","506.00000","515.00000","982.00000","2959.00000"
"5","204.00000","358.00000","522.00000","629.00000","564.00000","510.00000","1100.00000","3602.00000"
"5","152.00000","370.00000","511.00000","670.00000","665.00000","590.00000","1056.00000","2697.00000"
"5","164.00000","357.00000","529.00000","648.00000","591.00000","579.00000","1073.00000","2734.00000"
"5","121.00000","309.00000","545.00000","660.00000","625.00000","507.00000","1141.00000","3610.00000"
"5","578.00000","830.00000","1007.00000","1186.00000","1165.00000","1086.00000","1589.00000","3649.00000"
"5","152.00000","315.00000","541.00000","667.00000","573.00000","470.00000","1190.00000","3852.00000"
"5","231.00000","396.00000","542.00000","616.00000","613.00000","547.00000","1006.00000","2881.00000"
"5","216.00000","410.00000","582.00000","671.00000","656.00000","526.00000","1116.00000","3118.00000"
"5","241.00000","394.00000","509.00000","660.00000","570.00000","453.00000","1078.00000","4076.00000"
"5","26.00000","204.00000","295.00000","391.00000","333.00000","295.00000","830.00000","3475.00000"
"5","18.00000","208.00000","326.00000","416.00000","345.00000","280.00000","841.00000","3558.00000"
"5","26.00000","175.00000","308.00000","432.00000","351.00000","287.00000","863.00000","3845.00000"
"5","159.00000","415.00000","532.00000","649.00000","552.00000","497.00000","1093.00000","3801.00000"
"5","66.00000","289.00000","453.00000","599.00000","498.00000","429.00000","1010.00000","3915.00000"
"5","21.00000","308.00000","428.00000","555.00000","515.00000","488.00000","940.00000","3016.00000"
"5","68.00000","321.00000","478.00000","543.00000","550.00000","427.00000","979.00000","3501.00000"
"5","159.00000","353.00000","602.00000","710.00000","594.00000","456.00000","1218.00000","3671.00000"
"5","158.00000","322.00000","565.00000","687.00000","576.00000","493.00000","1184.00000","3917.00000"
"5","141.00000","385.00000","609.00000","735.00000","664.00000","558.00000","1208.00000","3562.00000"
"5","127.00000","354.00000","459.00000","567.00000","528.00000","456.00000","1009.00000","3585.00000"
"5","316.00000","482.00000","661.00000","737.00000","703.00000","676.00000","1154.00000","2933.00000"
"5","281.00000","487.00000","588.00000","729.00000","741.00000","749.00000","1030.00000","2776.00000"
"5","257.00000","383.00000","623.00000","720.00000","675.00000","561.00000","1089.00000","2945.00000"
"5","310.00000","446.00000","615.00000","699.00000","668.00000","592.00000","1008.00000","2863.00000"
"5","207.00000","400.00000","501.00000","622.00000","589.00000","572.00000","965.00000","3053.00000"
"5","105.00000","245.00000","380.00000","471.00000","426.00000","406.00000","778.00000","2647.00000"
"5","204.00000","389.00000","512.00000","597.00000","571.00000","507.00000","984.00000","2945.00000"
"5","199.00000","372.00000","526.00000","637.00000","650.00000","525.00000","1043.00000","3395.00000"
"5","122.00000","307.00000","475.00000","590.00000","473.00000","419.00000","1021.00000","3317.00000"
"5","158.00000","315.00000","509.00000","611.00000","481.00000","416.00000","1046.00000","3100.00000"
"5","135.00000","316.00000","457.00000","567.00000","476.00000","468.00000","960.00000","3029.00000"
"5","142.00000","301.00000","442.00000","589.00000","528.00000","456.00000","997.00000","3106.00000"
"5","439.00000","472.00000","644.00000","768.00000","732.00000","660.00000","1227.00000","3328.00000"
"5","189.00000","511.00000","711.00000","780.00000","797.00000","741.00000","1336.00000","3509.00000"
"5","343.00000","556.00000","736.00000","821.00000","766.00000","761.00000","1385.00000","3610.00000"
"5","172.00000","393.00000","587.00000","664.00000","585.00000","531.00000","1055.00000","3429.00000"
"5","78.00000","350.00000","469.00000","580.00000","625.00000","536.00000","1014.00000","2904.00000"
"5","248.00000","532.00000","699.00000","814.00000","708.00000","640.00000","1297.00000","3333.00000"
"5","121.00000","248.00000","456.00000","559.00000","407.00000","286.00000","1129.00000","4398.00000"
